ID,世帯人員,就業人員,居住地域,住居の所有関係,就業・非就業の別,企業規模,未既婚,子ども有無,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入,消費支出額,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出,１ヶ月平均CM視聴率,CM視聴率の高低,割付（A/B）,購入意向
D572,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6628926,294865,122805,129,34932,5518,9484,8382,4964,60454,19494,28699,12.4,中・低視聴率層,B,3
D573,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7145660,319488,74083,17,10768,7882,22673,3592,3531,23602,28122,145213,14.4,高視聴率層,A,2
D574,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7194689,241466,95699,287,10247,7802,9322,5179,29304,31493,32262,19868,10.7,中・低視聴率層,A,4
D575,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7325284,263402,73584,1127,19052,6087,7842,11801,13551,8002,20707,101646,7.5,中・低視聴率層,A,3
D576,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7302957,244929,82835,246,23180,15420,5768,4671,12564,21923,18042,60274,16.8,高視聴率層,B,3
D577,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7181421,168474,54648,1163,13230,1101,3122,9675,40130,19882,20524,4995,17.9,高視聴率層,B,5
D578,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6597518,295679,73801,93,22688,14379,16805,29434,29451,5082,22772,81171,14.2,高視聴率層,B,5
D579,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6817754,403383,92716,62,24654,8165,6199,4812,74436,96619,76364,19352,11.7,中・低視聴率層,A,3
D580,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6858198,203755,49633,464,12889,3944,2012,8512,64168,7177,14718,40233,14.4,高視聴率層,A,5
D581,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7134808,303253,79593,1550,28431,9977,12479,2304,19681,39540,22649,87046,14.2,高視聴率層,A,3
D582,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7025195,532352,99630,840,19657,3815,4694,13594,14254,26325,38482,311056,5,中・低視聴率層,B,3
D583,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6782290,393902,95309,12674,21390,17902,8695,3197,55722,146450,12752,19806,14.1,高視聴率層,A,4
D584,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7088218,207892,85278,249,20830,1133,9129,8327,10987,2218,23064,46672,4.6,中・低視聴率層,B,5
D585,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6648884,312516,69892,13102,18899,3136,11186,75808,24135,8227,40225,47901,15.3,高視聴率層,B,3
D586,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7253996,265909,86278,3331,26658,7020,12626,9547,9080,7775,26783,76807,15.8,高視聴率層,B,2
D587,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7045789,268954,92909,1563,26249,11906,23863,6588,32321,2522,37982,33045,19.6,高視聴率層,B,5
D588,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7280315,376658,85254,1423,21049,76463,4761,4274,4136,36492,120639,22162,8,中・低視聴率層,A,4
D589,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7413776,604006,82689,926,17766,4951,5047,1120,100086,33661,39409,318347,12.4,中・低視聴率層,A,3
D590,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7455668,504984,77106,3198,27178,4275,8771,24089,27372,259647,52058,21286,17.2,高視聴率層,B,3
D591,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7556780,367708,95685,771,35160,8232,14413,1493,42772,87018,19511,62651,3.2,中・低視聴率層,B,5
D592,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7563338,424130,145549,30966,27203,7162,4853,13958,8113,29352,9248,147721,4.5,中・低視聴率層,A,3
D593,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7544648,231024,96241,647,19789,1717,7715,9785,6507,25979,19783,42857,16.6,高視聴率層,B,4
D594,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,8206289,194844,59385,20355,17045,4030,6038,22662,21402,8918,20082,14922,15.9,高視聴率層,B,5
D595,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,8572309,285570,123655,274,28425,1257,6998,12807,11211,24624,48261,28056,19.3,高視聴率層,B,4
D596,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7626172,315936,103203,248,11295,40226,8729,11197,35121,64625,22797,18493,17.4,高視聴率層,B,4
D597,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7227128,369177,100320,7132,20156,137443,7649,1371,19876,4466,15723,55035,7.9,中・低視聴率層,A,1
D598,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,8174446,160200,39589,8605,13456,16511,7108,2997,16712,6792,13049,35376,14.6,高視聴率層,B,3
D599,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7059680,363954,89575,643,33987,9207,13812,1428,13182,112479,9613,80022,13.2,中・低視聴率層,B,5
D600,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,594.2463768,7940177,324557,127613,966,22524,59932,9075,3672,28641,6902,52698,12529,15.3,高視聴率層,A,3
